Ref,Val,Package,PosX,PosY,Rot,Side
"D35","Diode","D_SMA",-122.600000,-113.100000,90.000000,bottom
"D36","Diode","D_SMA",-141.650000,-113.100000,90.000000,bottom
"D37","Diode","D_SMA",-160.700000,-113.100000,90.000000,bottom
"D38","Diode","D_SMA",-179.750000,-113.100000,90.000000,bottom
"D39","Diode","D_SMA",-198.800000,-113.100000,90.000000,bottom
"D40","Diode","D_SMA",-217.850000,-113.100000,90.000000,bottom
"D41","Diode","D_SMA",-236.900000,-113.100000,90.000000,bottom
"D42","Diode","D_SMA",-255.950000,-113.100000,90.000000,bottom
"D43","Diode","D_SMA",-274.100000,-113.100000,90.000000,bottom
"D44","Diode","D_SMA",-299.150000,-113.100000,90.000000,bottom
"D45","Diode","D_SMA",-46.780000,-132.150000,90.000000,bottom
"D46","Diode","D_SMA",-69.480000,-132.150000,90.000000,bottom
"D47","Diode","D_SMA",-88.530000,-132.150000,90.000000,bottom
"D48","Diode","D_SMA",-107.580000,-132.150000,90.000000,bottom
"D49","Diode","D_SMA",-126.630000,-132.150000,90.000000,bottom
"D50","Diode","D_SMA",-145.680000,-132.150000,90.000000,bottom
"D51","Diode","D_SMA",-164.730000,-132.150000,90.000000,bottom
"D52","Diode","D_SMA",-183.780000,-132.150000,90.000000,bottom
"D53","Diode","D_SMA",-202.830000,-132.195000,90.000000,bottom
"D54","Diode","D_SMA",-221.880000,-132.195000,90.000000,bottom
"D55","Diode","D_SMA",-240.930000,-132.195000,90.000000,bottom
"D56","Diode","D_SMA",-259.980000,-132.195000,90.000000,bottom
"D57","Diode","D_SMA",-279.030000,-132.195000,90.000000,bottom
"D58","Diode","D_SMA",-302.080000,-132.195000,90.000000,bottom
"D59","Diode","D_SMA",-41.120000,-151.200000,90.000000,bottom
"D60","Diode","D_SMA",-63.140000,-151.200000,90.000000,bottom
"D61","Diode","D_SMA",-84.040000,-151.200000,90.000000,bottom
"D62","Diode","D_SMA",-103.090000,-151.245000,90.000000,bottom
"D63","Diode","D_SMA",-122.140000,-151.245000,90.000000,bottom
"D64","Diode","D_SMA",-141.190000,-151.245000,90.000000,bottom
"D65","Diode","D_SMA",-160.240000,-151.245000,90.000000,bottom
"D66","Diode","D_SMA",-179.290000,-151.245000,90.000000,bottom
"D67","Diode","D_SMA",-198.340000,-151.245000,90.000000,bottom
"D68","Diode","D_SMA",-217.390000,-151.245000,90.000000,bottom
"D69","Diode","D_SMA",-236.440000,-151.245000,90.000000,bottom
"D70","Diode","D_SMA",-255.490000,-151.245000,90.000000,bottom
"D71","Diode","D_SMA",-274.540000,-151.245000,90.000000,bottom
"D72","Diode","D_SMA",-298.590000,-151.245000,90.000000,bottom
"D73","Diode","D_SMA",-36.350000,-170.295000,90.000000,bottom
"D74","Diode","D_SMA",-55.400000,-170.295000,90.000000,bottom
"D75","Diode","D_SMA",-74.450000,-170.295000,90.000000,bottom
"D76","Diode","D_SMA",-93.500000,-170.295000,90.000000,bottom
"D77","Diode","D_SMA",-117.550000,-170.295000,90.000000,bottom
"D78","Diode","D_SMA",-146.600000,-170.295000,90.000000,bottom
"D79","Diode","D_SMA",-175.650000,-170.295000,90.000000,bottom
"D80","Diode","D_SMA",-204.700000,-170.295000,90.000000,bottom
"D81","Diode","D_SMA",-226.750000,-170.295000,90.000000,bottom
"D82","Diode","D_SMA",-245.800000,-170.295000,90.000000,bottom
"D84","Diode","D_SMA",-264.850000,-170.295000,90.000000,bottom
"D85","Diode","D_SMA",-283.900000,-170.295000,90.000000,bottom
"D86","Diode","D_SMA",-302.950000,-170.295000,90.000000,bottom
"D87","Diode","D_SMA",-264.850000,-189.300000,90.000000,bottom
"D88","Diode","D_SMA",-283.900000,-189.300000,90.000000,bottom
"D89","Diode","D_SMA",-302.950000,-189.300000,90.000000,bottom
"DelD1","Diode","D_SMA",-284.000000,-75.000000,90.000000,bottom
"DelD2","Diode","D_SMA",-303.050000,-75.000000,90.000000,bottom
"EscD1","Diode","D_SMA",-36.350000,-75.000000,90.000000,bottom
"F1D1","Diode","D_SMA",-55.400000,-75.000000,90.000000,bottom
"F2D1","Diode","D_SMA",-74.450000,-75.000000,90.000000,bottom
"F3D1","Diode","D_SMA",-93.500000,-75.000000,90.000000,bottom
"F4D1","Diode","D_SMA",-112.550000,-75.000000,90.000000,bottom
"F5D1","Diode","D_SMA",-131.600000,-75.000000,90.000000,bottom
"F6D1","Diode","D_SMA",-150.650000,-75.000000,90.000000,bottom
"F7D1","Diode","D_SMA",-169.700000,-75.000000,90.000000,bottom
"F8D1","Diode","D_SMA",-188.750000,-75.000000,90.000000,bottom
"F9D1","Diode","D_SMA",-207.800000,-75.000000,90.000000,bottom
"F10D1","Diode","D_SMA",-226.850000,-75.000000,90.000000,bottom
"F11D1","Diode","D_SMA",-245.900000,-75.000000,90.000000,bottom
"F12D1","Diode","D_SMA",-264.950000,-75.000000,90.000000,bottom
"GL850G1","GL850G","28SSOP",-161.470000,-32.214000,90.000000,bottom
"J2","USB_C_Receptacle_USB2.0_16P","USB_C_HRO_TYPE-C-31-M-12",-161.470000,-17.710000,0.000000,bottom
"J3","USB_A","GCT_USB1046-GF-0190-L-B-A_REVB4",-200.480000,-24.080000,0.000000,bottom
"J4","USB_A","GCT_USB1046-GF-0190-L-B-A_REVB4",-122.460000,-24.080000,0.000000,bottom
"R1","680","R_0805_2012Metric",-156.790000,-40.447500,90.000000,bottom
"R3","27","R_0805_2012Metric",-151.262500,-35.740000,180.000000,bottom
"R4","27","R_0805_2012Metric",-147.892500,-37.230000,180.000000,bottom
"R5","1K","R_1206_3216Metric",-127.932500,-40.550000,90.000000,bottom
"R6","1K","R_1206_3216Metric",-31.432500,-42.790000,180.000000,bottom
"R7","10K","R_1206_3216Metric",-31.462500,-39.990000,0.000000,bottom
"R8","5.1K","R_0805_2012Metric",-158.727500,-24.888000,180.000000,bottom
"R9","5.1K","R_0805_2012Metric",-163.553500,-24.888000,180.000000,bottom
"R11","88.7K","R_0402_1005Metric",-269.330000,-33.900000,-90.000000,bottom
"R12","10K","R_1206_3216Metric",-176.592500,-35.970000,180.000000,bottom
"R13","5.1K","R_0805_2012Metric",-182.252500,-35.740000,0.000000,bottom
"R14","1K","R_1206_3216Metric",-168.362500,-41.410000,0.000000,bottom
"R15","10K","R_1206_3216Metric",-152.922500,-25.840000,0.000000,bottom
"R16","10k","R_1206_3216Metric",-261.370000,-45.992500,90.000000,bottom
"R17","10k","R_1206_3216Metric",-264.170000,-45.992500,90.000000,bottom
"U1","RP2040","QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm",-139.542500,-44.290000,90.000000,bottom
"U3","W25Q128JVS","SOIC-8_5.3x5.3mm_P1.27mm",-150.310000,-47.127500,0.000000,bottom
"U4","NCP1117-3.3_SOT223","SOT-223-3_TabPin2",-212.802500,-23.020000,-90.000000,bottom
"Y1","12MHz","Crystal_SMD_3225-4Pin_3.2x2.5mm",-126.862500,-47.002500,0.000000,bottom
"Y2","12MHz","Crystal_SMD_3225-4Pin_3.2x2.5mm",-163.480000,-42.170000,180.000000,bottom
"`~D1","Diode","D_SMA",-36.350000,-94.050000,90.000000,bottom
"-_1","Keyswitch","Hotswap_MX_1.00u",238.570000,-88.350000,0.000000,top
"0)1","Keyswitch","Hotswap_MX_1.00u",219.520000,-88.350000,0.000000,top
"1!1","Keyswitch","Hotswap_MX_1.00u",48.070000,-88.350000,0.000000,top
"2@1","Keyswitch","Hotswap_MX_1.00u",67.120000,-88.350000,0.000000,top
"3#1","Keyswitch","Hotswap_MX_1.00u",86.170000,-88.350000,0.000000,top
"4$1","Keyswitch","Hotswap_MX_1.00u",105.220000,-88.350000,0.000000,top
"5%1","Keyswitch","Hotswap_MX_1.00u",124.270000,-88.350000,0.000000,top
"6^1","Keyswitch","Hotswap_MX_1.00u",143.320000,-88.350000,0.000000,top
"7&1","Keyswitch","Hotswap_MX_1.00u",162.370000,-88.350000,0.000000,top
"8*1","Keyswitch","Hotswap_MX_1.00u",181.420000,-88.350000,0.000000,top
"9(1","Keyswitch","Hotswap_MX_1.00u",200.470000,-88.350000,0.000000,top
"=+1","Keyswitch","Hotswap_MX_1.00u",257.620000,-88.350000,0.000000,top
"Backspace1","Keyswitch","Hotswap_MX_1.00u",276.670000,-88.350000,0.000000,top
"Backspace2","Keyswitch","Hotswap_MX_1.00u",295.720000,-88.350000,0.000000,top
"Command1","Keyswitch","Hotswap_MX_1.00u",86.170000,-164.550000,0.000000,top
"Command2","Keyswitch","Hotswap_MX_1.00u",219.521000,-164.550000,0.000000,top
"Control1","Keyswitch","Hotswap_MX_1.00u",48.070000,-164.550000,0.000000,top
"D91","LED","LED_D5.0mm",269.330000,-39.535000,90.000000,top
"Del1","Keyswitch","Hotswap_MX_1.00u",276.670000,-69.300000,0.000000,top
"Del2","Keyswitch","Hotswap_MX_1.00u",295.720000,-69.300000,0.000000,top
"Down1","Keyswitch","Hotswap_MX_1.00u",276.671000,-183.600000,0.000000,top
"E1","Keyswitch","Hotswap_MX_1.00u",95.694000,-107.400000,0.000000,top
"Esc1","Keyswitch","Hotswap_MX_1.00u",29.020000,-69.300000,0.000000,top
"F1","Keyswitch","Hotswap_MX_1.00u",48.070000,-69.300000,0.000000,top
"F2","Keyswitch","Hotswap_MX_1.00u",67.120000,-69.300000,0.000000,top
"F3","Keyswitch","Hotswap_MX_1.00u",86.170000,-69.300000,0.000000,top
"F4","Keyswitch","Hotswap_MX_1.00u",105.220000,-69.300000,0.000000,top
"F5","Keyswitch","Hotswap_MX_1.00u",124.270000,-69.300000,0.000000,top
"F6","Keyswitch","Hotswap_MX_1.00u",143.320000,-69.300000,0.000000,top
"F7","Keyswitch","Hotswap_MX_1.00u",162.370000,-69.300000,0.000000,top
"F8","Keyswitch","Hotswap_MX_1.00u",181.420000,-69.300000,0.000000,top
"F9","Keyswitch","Hotswap_MX_1.00u",200.470000,-69.300000,0.000000,top
"F10","Keyswitch","Hotswap_MX_1.00u",219.520000,-69.300000,0.000000,top
"F11","Keyswitch","Hotswap_MX_1.00u",238.570000,-69.300000,0.000000,top
"F12","Keyswitch","Hotswap_MX_1.00u",257.620000,-69.300000,0.000000,top
"Fn1","Keyswitch","Hotswap_MX_1.00u",29.020000,-164.550000,0.000000,top
"I1","Keyswitch","Hotswap_MX_1.00u",190.944000,-107.400000,0.000000,top
"J1","XLR3","NEUTRIK_NC3FAAH",142.970000,-21.450000,180.000000,top
"J5","XLR3","NEUTRIK_NC3FAAH",179.970000,-21.450000,180.000000,top
"Left1","Keyswitch","Hotswap_MX_1.00u",257.621000,-183.600000,0.000000,top
"O1","Keyswitch","Hotswap_MX_1.00u",209.884000,-107.400000,0.000000,top
"Option1","Keyswitch","Hotswap_MX_1.00u",67.120000,-164.550000,0.000000,top
"Option2","Keyswitch","Hotswap_MX_1.00u",238.571000,-164.550000,0.000000,top
"P1","Keyswitch","Hotswap_MX_1.00u",229.044000,-107.400000,0.000000,top
"PgDown1","Keyswitch","Hotswap_MX_1.00u",295.721000,-164.550000,0.000000,top
"PgUp1","Keyswitch","Hotswap_MX_1.00u",257.621000,-164.550000,0.000000,top
"Q1","Keyswitch","Hotswap_MX_1.00u",57.594000,-107.400000,0.000000,top
"RKey1","Keyswitch","Hotswap_MX_1.00u",114.744000,-107.400000,0.000000,top
"Right1","Keyswitch","Hotswap_MX_1.00u",295.721000,-183.600000,0.000000,top
"S45","Keyswitch","Hotswap_MX_1.75u",36.163500,-126.450000,0.000000,top
"S46","Keyswitch","Hotswap_MX_1.00u",62.357000,-126.450000,0.000000,top
"S47","Keyswitch","Hotswap_MX_1.00u",81.407000,-126.450000,0.000000,top
"S48","Keyswitch","Hotswap_MX_1.00u",100.457000,-126.450000,0.000000,top
"S49","Keyswitch","Hotswap_MX_1.00u",119.507000,-126.450000,0.000000,top
"S50","Keyswitch","Hotswap_MX_1.00u",138.557000,-126.450000,0.000000,top
"S51","Keyswitch","Hotswap_MX_1.00u",157.607000,-126.450000,0.000000,top
"S52","Keyswitch","Hotswap_MX_1.00u",176.657000,-126.450000,0.000000,top
"S53","Keyswitch","Hotswap_MX_1.00u",195.707000,-126.450000,0.000000,top
"S54","Keyswitch","Hotswap_MX_1.00u",214.757000,-126.450000,0.000000,top
"S55","Keyswitch","Hotswap_MX_1.00u",233.807000,-126.450000,0.000000,top
"S56","Keyswitch","Hotswap_MX_1.00u",252.857000,-126.450000,0.000000,top
"S57","Keyswitch","Hotswap_MX_1.00u",271.907000,-126.450000,0.000000,top
"S58","Keyswitch","Hotswap_MX_1.25u",293.338000,-126.450000,0.000000,top
"S59","Keyswitch","Hotswap_MX_1.25u",31.401000,-145.500000,0.000000,top
"S60","Keyswitch","Hotswap_MX_1.25u",55.214000,-145.500000,0.000000,top
"S61","Keyswitch","Hotswap_MX_1.00u",76.646000,-145.500000,0.000000,top
"S62","Keyswitch","Hotswap_MX_1.00u",95.696000,-145.500000,0.000000,top
"S63","Keyswitch","Hotswap_MX_1.00u",114.746000,-145.500000,0.000000,top
"S64","Keyswitch","Hotswap_MX_1.00u",133.796000,-145.500000,0.000000,top
"S65","Keyswitch","Hotswap_MX_1.00u",152.846000,-145.500000,0.000000,top
"S66","Keyswitch","Hotswap_MX_1.00u",171.896000,-145.500000,0.000000,top
"S67","Keyswitch","Hotswap_MX_1.00u",190.946000,-145.500000,0.000000,top
"S68","Keyswitch","Hotswap_MX_1.00u",209.996000,-145.500000,0.000000,top
"S69","Keyswitch","Hotswap_MX_1.00u",229.046000,-145.500000,0.000000,top
"S70","Keyswitch","Hotswap_MX_1.00u",248.096000,-145.500000,0.000000,top
"S71","Keyswitch","Hotswap_MX_1.00u",267.146000,-145.500000,0.000000,top
"S72","Keyswitch","Hotswap_MX_1.50u",290.959000,-145.500000,0.000000,top
"SW1","Push_Button","SW_PUSH_6mm",25.580000,-36.230000,-90.000000,top
"Space1","Keyswitch","Hotswap_MX_1.50u",109.983000,-164.550000,0.000000,top
"Space2","Keyswitch","Hotswap_MX_1.50u",138.558000,-164.550000,0.000000,top
"Space3","Keyswitch","Hotswap_MX_1.50u",167.134000,-164.550000,0.000000,top
"Space4","Keyswitch","Hotswap_MX_1.50u",195.708000,-164.550000,0.000000,top
"T1","Keyswitch","Hotswap_MX_1.00u",133.794000,-107.400000,0.000000,top
"Tab1","Keyswitch","Hotswap_MX_1.50u",33.782000,-107.400000,0.000000,top
"UKey1","Keyswitch","Hotswap_MX_1.00u",171.894000,-107.400000,0.000000,top
"UP1","Keyswitch","Hotswap_MX_1.00u",276.671000,-164.550000,0.000000,top
"W1","Keyswitch","Hotswap_MX_1.00u",76.644000,-107.400000,0.000000,top
"YKey11","Keyswitch","Hotswap_MX_1.00u",152.844000,-107.400000,0.000000,top
"[{1","Keyswitch","Hotswap_MX_1.00u",248.094000,-107.400000,0.000000,top
"\|1","Keyswitch","Hotswap_MX_1.50u",290.958000,-107.400000,0.000000,top
"]}1","Keyswitch","Hotswap_MX_1.00u",267.144000,-107.400000,0.000000,top
"`~1","Keyswitch","Hotswap_MX_1.00u",29.020000,-88.350000,0.000000,top
